URL	Center	Sides Open	Side 1	Side 2	Side 3	Side 4	Side 5	Side 6	Used on Map	has match	
https://cdn.discordapp.com/attachments/666872924967403550/666903499828756500/tiger_release_final_20200115_110257.png	Hex	1,5	TDBTBHT	PDDBTSP	CDPSBCC	PPTPHTH	PSDDPPS	TDTBSST			
https://cdn.discordapp.com/attachments/666951769779339264/667022805476573193/Q1.jpg	DIAMOND	2,6	CHBPHBT	PHCBSBS	BSPCHCS	PCHHDDP	PHDCPTH	TBDCDHS			
https://cdn.discordapp.com/attachments/666872924967403550/666888231169556480/tiger_release_final_20200115_001407.png	Clover	3,5	STHDPTD	PTBTCTC	DBDPBTD	SHTPBBP	HTPSPCB	DTHTDCT			
https://cdn.discordapp.com/attachments/666872924967403550/666885477793529898/hour_3.jpg	Hex	6	CDCPBPH	STSTTTS	PBHHCDC	SDPCPTS	TTTTPDT	HTPPPTS			
https://cdn.discordapp.com/attachments/666872924967403550/666873336139087904/Corridor_piece_1-2pm.png	Snake	5,6	PPTPPHC	TCPCSSB	HHSDCDT	CTDPHTP	TPDSCCP	BTHCSCB	YES		
https://cdn.discordapp.com/attachments/666872924967403550/666878693733564448/Destiny_2_-_Raven_10pm_1.png	Plus	3,5	BBBBBBB	SBHHDHT	SHDSBSB	TBTCBTP	DPSSHHT	CPSHHDH			
https://cdn.discordapp.com/attachments/666872924967403550/666878503093927956/tiger_release_final_20200114_213339.png	Clover	2,6	CPBSDSD	TBCHDTH	SHCDPCC	TDTTTSB	SDBCCHP	DCPPSPS			
https://cdn.discordapp.com/attachments/666872924967403550/666873345454768128/Screenshot_11.png	Diamond	2,5,6	CDTBBBB	BTHDDST	SHPCTHS	DHBCCCD	HHBTHDD	TBDSBTH	YES		
https://media.discordapp.net/attachments/638180330217537566/666900951805722624/emblem2.PNG?width=907&height=676	Plus	1	HSSSPDC	PBPCDTC	CDBCCTT	DPSHSDB	HBBBSPC	PDTDPHH			
https://cdn.discordapp.com/attachments/666872924967403550/666873513759735832/20200115074759_1.jpg	Clover	1,3	DHCPDBC	DDCDPTS	BSBHCSC	PHPSHDP	HPHCDBC	HCPCCTP			
https://cdn.discordapp.com/attachments/666872924967403550/666873608525840389/image0.jpg	Diamond	2,6	BHDSHPH	BHBCPPB	BTPDTDC	BSDTBPT	CHPTHDC	TCPSCSB			
https://cdn.discordapp.com/attachments/666872924967403550/666874216406319134/unknown.png	Diamond	2,5,6	SCDCDPH	PTDHHBP	PBHPDPD	SDSSCSH	HBSCPPC	CPDPTHS			
https://cdn.discordapp.com/attachments/666872924967403550/666874566651412490/Screenshot_112.png	Plus	3	HTCBPPT	HBCBDDT	CHCDHBC	SDSCDHD	DTBCBDS	DHSTDBH			
https://cdn.discordapp.com/attachments/666951769779339264/667049043163349047/GATOR2.jpg	SNAKE	2,5	DSSHDBP	DPBBSDT	BSHTPPH	SDPBCTH	PTSPPHH	HCPHTTC			
https://cdn.discordapp.com/attachments/666872924967403550/666875127560011777/20200114232012_1.jpg	Snake	2	PPTTPPC	CHPDHTS	HBHSBHC	BBBBBBB	BBBBBBB	BBBBBBB			
https://cdn.discordapp.com/attachments/666872924967403550/666875155095617548/tiger_release_final_20200114_230346.png	Hex	1,5	CPPCHHC	BCBBBTP	BHCSHBT	CCTBDST	HDBCDBH	DDPTBBB			
https://cdn.discordapp.com/attachments/666872924967403550/666875183784787969/tiger_release_final_20200114_232157.png	Snake	3,6	HHSSSHT	DTPPDHT	HHBHDDS	DBPSBPC	SDBDSTB	DBHTPSS			
https://cdn.discordapp.com/attachments/666872924967403550/666875368824635392/Bruh.jpg	Plus	6	SDTTCHD	BDBHSDH	TBHDBPP	CDHCHBD	HSPCCPD	PBTCBSH			
https://cdn.discordapp.com/attachments/666872924967403550/666875481001295926/received_2477835729101233.png	Snake	5	SDDBSDD	TSTCSPB	SPSBDPP	DBPDSHH	PCDCHBT	PPBHTCD			
https://cdn.discordapp.com/attachments/666872924967403550/666876224584417320/timeline1.PNG	Snake	3,6	PCHHDDP	HCBBPBD	DDPPSPH	SDDHPHC	SHCCBHB	PBPCCHD			
https://cdn.discordapp.com/attachments/666872924967403550/666876734884282378/unknown.png	Snake	1,2,5	PTBTDBB	TCTDCPH	PDDPPDS	CSDSBBD	DBCCCSB	PHBDDDB			
https://cdn.discordapp.com/attachments/666872924967403550/666876971892080690/unknown.png	Plus	3,4,6	BDHBSPB	TBBSSHH	CCCPBTH	HDTTSTS	BCPHBTD	PTCPPHT			
https://cdn.discordapp.com/attachments/666872924967403550/666877167073886249/2020-01-14_6.png	Clover	6	HPSDHSC	DTDDCDD	SDPCTTD	STTTHPT	HHPTPHP	DPCBPBT			
https://cdn.discordapp.com/attachments/666872924967403550/666877161008791573/Untitled.png	Snake	3,4,5	DTCTPHS	CDHDPHP	SSTPPCS	DSBDDBD	CSBPDDB	CHCDHSS			
https://cdn.discordapp.com/attachments/666872924967403550/666877644272304138/image0.jpg	Plus	3,5	CSDPSCB	HHTPCTP	TCCCSHD	PPBTCPD	CTBDCST	DDSCDBD			
https://cdn.discordapp.com/attachments/666872924967403550/666877788091056148/unknown.png	Snake	3,5	TSCBBPP	DBBHHBB	HCSDSPT	HPTSSTS	PTBHDBD	TCDTTSD			
https://cdn.discordapp.com/attachments/666951769779339264/667004728672256022/unknown.png	Plus	2,5,6	PDTSDCP	STBHHHT	TBPDBDS	BDTPPPD	CSPTDHS	TPCBDDB			
https://cdn.discordapp.com/attachments/666872924967403550/666877930886004742/tiger_release_final_20200114_213028.png	Plus	2,5,6	BTDPSBT	PDCCBHT	BSHHHDB	BCCPPCC	BPDDBHS	PCBPSSH			
https://cdn.discordapp.com/attachments/666951769779339264/667057811116654609/EVASIVE1.jpg	CLOVER	5	CSDTSDT	HSSSHBH	SHHCHTS	TSHCBCT	DTHTPHB	BSDBDPT			
https://cdn.discordapp.com/attachments/666951769779339264/667049485892976651/GATOR1.jpg	HEX	6	BSHPCDP	SHBTBHT	SHCBBSS	TTDTCDD	PHDHHBSB	HPSSHBT			
https://cdn.discordapp.com/attachments/666872924967403550/666955550013259776/unknown.png	Snake	2, 6	DPCDCBC	SSHBBDS	TPSSPSH	DCBTHCC	PBTDCDB	CCHCCTP			
https://cdn.discordapp.com/attachments/418962802015731732/667002201616678983/unknown.png	Plus	5	SHBTTDH	SBCBHPT	PPBBTCB	SCBTSDH	TBHCPBH	THTHSDP			
http://prntscr.com/qop5zr	Blank	2,5,6	BTBHSTP	THBTHTH	STDTSSB	CSHTDST	HPTTDPT	SDPHTPS			
https://drive.google.com/file/d/1s23FgaMHE-a5AChig5zlHg_OUfaP8l1m	Clover	3,6	SBDCTHC	PCHTCSS	BTBSBST	SSBDDCT	PSSSHSB	TDCHPPC	YES		
https://cdn.discordapp.com/attachments/506697844896432130/667001147344683019/-1.png	Clover	3,5,6	HPPHCPD	HTPBTBC	HBPSSDP	DSTSTDC	HPTCPPT	SHDCTHB			
https://i.imgur.com/t796FVk.png	Plus	3,5	HHTBSSP	BDSSSBP	TBPTDTB	BDHBSPB	TTBBPSB	HPPSDDT			
https://imgur.com/pe9wdDm	Hex	1	TBCPPSB	HPPPDCB	DBHBCHD	PBCSCCH	TTHBDSD	CDDDSHD			
https://cdn.discordapp.com/attachments/370721099417124874/666972258627092511/Destiny_2_Screenshot_2020.01.15_-_16.14.49.58.png	Clover	5,6	HTPHHDS	PCHPHDH	PHSSSSH	CTHHSPP	CCTPSTT	SCCTCCT			
https://cdn.discordapp.com/attachments/666873697763590144/666982138154844170/titan2.jpg	Snake	2,5	DBSTPDH	CCDHBTC	PBPTCCT	CHHCBHH	HPCBDCT	HTCBBTH	YES		
https://cdn.discordapp.com/attachments/666951769779339264/667085915872559125/unknown.png	Hex	1,4	TDTTDDD	PBDPTDT	SPCTSCD	CPBCDDH	CHHHTBC	BCHTBBC			
https://prnt.sc/qo7j3f	Hex	1,6	PSCCBTH	HCHPCBT	BCHSDDS	HCHBSBS	BDPDDHC	STHHSBT			
http://prntscr.com/qo7m9x	Diamond	1,2	PCTHCTC	TCBTBCH	CCCHBSH	HCCPCHT	HHSSDCC	DDTBPTH			
https://gyazo.com/c807a827ee826026369042ba59ceb06d	PLUS	3,5	HSPCHSS	HDDTDHC	PDPTBSS	PCDSSPC	PHCBSBS	STHTBPC			
https://gyazo.com/6534abc519072e5d780a02543b6bfb60	HEX	5	PCSBSPD	SSTPTSS	PHSPSTS	SDCHPBH	SCDHDPD	DCBPDBC			
https://cdn.discordapp.com/attachments/666873697763590144/667215699751469069/unknown.png	Clover	2	CDDBSBB	CSCTTDH	HHPHTHB	DCHSTDB	CPCTCPS	DSDHDHB			
https://cdn.discordapp.com/attachments/666873697763590144/667247985377148948/Kildar88_hunter_1am_eastern.png	DIAMOND	3,4,6	CPHDTDB	PCHSSCB	DTCBCCB	PTSHBPH	BDDBHPT	STDTDDB			
https://cdn.discordapp.com/attachments/666873697763590144/667248835986325504/Corridor_Pattern.PNG	PLUS	4	CSCCDCT	CCCHPBT	HSTCCDC	CBCPBSH	SSPCCDD	PDCDPSP	YES		
https://cdn.discordapp.com/attachments/666873697763590144/667250392572362792/tiger_release_final_20200115_221242.png	PLUS	2,5	BCBHDBD	SDPTPHD	THPHBDB	THSBHDD	THCBHHC	HHHCBDH			
https://cdn.discordapp.com/attachments/666873697763590144/667265764293738546/20200116_011330.jpg	HEX	1,2,3,6	DBCBSSC	CPBCDTB	TCHCPCP	BPBSTSD	DSHDCHP	HHCTDCB	YES		
http://prntscr.com/qop7s4	DIAMOND	2,5,6	DTPPSBP	DBBHHTT	HDBDPHS	BSHBPCP	CBHPPTB	DHPTDDP			
http://prntscr.com/qop98b	Blank	2,5	SCDPBHP	DPBTHHH	BSBPSCP	BDHPHDS	DBCBDHH	STTCSSB			
http://prntscr.com/qopdpe	Blank	3	SPPDPBT	DBPPDBD	CHSBDTB	PDCCSBB	BBDTBDSC	TDPBHDB			
http://prntscr.com/qophc5	Blank	5,6	PPDHSTC	SBDHDTB	SHCCBSC	CPCHDSS	TBCTCHH	PDHPHHD			
http://prntscr.com/qopifl	HEX	2	DSTHDHB	BBSHCHD	BBSCHST	TPCPTSS	PDTCHDD	CCDDSST			
http://prntscr.com/qopjvr	Blank	1,2,3	HPBBPHP	SSTDBDH	BPCTPHB	BHHBBSC	TSDPDCP	DPBSBSP			
http://prntscr.com/qopm0j	Blank	2,3,5	THPBDHP	CSBDBDP	DHCTDTB	PBTDDCH	CPBCDTB	BTTSSPB	YES		
http://prntscr.com/qopo3v	Blank	2,4,6	CTSHHPP	SSTBPCH	TPCCSPH	SBSPDPT	DCPHDBC	DPDCBBS			
http://prntscr.com/qopp9x	BLANK	3,6	THBHBHH	TPPHCPH	BPBCTTH	HBHCTPD	PDDTSBT	BHHSHCS			
https://gyazo.com/9ca12af880538daf8346dfd9a2d30e07	BLANK	5	TTHHBPB	DCHBHDD	HTDTCCS	BSSCPSP	BDSBCPT	CCDDTTT	YES	G -> 233	
http://prntscr.com/qopsy5	Clover	2	PSHTTHD	PHCSBCC	CBCSDTB	HTBBPCB	THHDBCS	HSPPDTH			
https://cdn.discordapp.com/attachments/555962905611206664/667446827418779678/unknown.png	Blank	1,4,5	TTCHDHP	DTTBTPD	CTPSCDD	SDBSDPS	TTBBPSS	HCBSBHB			
https://imgur.com/XeSHyT7	Blank	5	BDBSSHB	DBCSSPP	BTCDCSC	PPHCTPB	CDTTSCP	CTTDPPB			
https://huehnerfaust.de/tiger_release_final_20200115_202844.jpg	Blank	5,6	DPBSDTT	THDSBBC	BTTPHDS	TDCPBCP	HDBDPDT	BCSCPHB			
											
https://tjl.co/corridors-of-time/viewer.html#ICh0b29sLWFzc2lzdGVkKQlQbHVzCTEsNCw1CVNQVFNQUFAJQkJCQkJCQglCQkJCQkJCCUNQU0NIUEQJQlBUUFRQSAlQSENUU1RQ	Plus	1,4,5	SPTSPPP	BBBBBBB	BBBBBBB	CPSCHPD	BPTPTPH	CHPTSTC			
https://media.discordapp.net/attachments/220840731911258112/666872392148189184/unknown.png?width=720&height=636	Blank	2,5	DBTHHBB	CHDSPTP	SCHBSCB	SPHSSDB	PSTTPTP	SSCTHSP			
https://media.discordapp.net/attachments/220840731911258112/666869441358856243/unknown.png?width=720&height=614	Blank	2,5	BTTTPCH	TPCPPCP	SBTSBSD	HHHHPST	THBBPHD	TPPTCTC			
https://media.discordapp.net/attachments/220840731911258112/666869101741867008/unknown.png?width=720&height=497	Blank	4,6	CDCHHST	HPSBDSD	HCHPBCC	PTBHCHC	HHCSPBC	CPSCBTC			
https://media.discordapp.net/attachments/220840731911258112/666864920096145418/unknown.png?width=720&height=551	Blank	3	DDTPBCP	BTHSPHB	PDDDSBB	CCCBDCB	HPPPDCB	PSDHCBS			
https://cdn.discordapp.com/attachments/220840731911258112/666868657657348107/destiny2_YDYC1YMvfI.png	Blank	6	CDDDPSC	DTDSBHP	CBHTHCS	BSCHBBT	HSSTDDP	PTSSPDH			
https://media.discordapp.net/attachments/220840731911258112/666869298341347338/unknown.png?width=720&height=535	Blank	5	BSCDSSB	THBPDCD	STDHCBT	SPCCSSB	PSCHTTP	DPSPHDH			
https://cdn.discordapp.com/attachments/532321521704894474/666953322099507200/20200115043345_1.jpg	Blank	1,5	BTPTPBC	DPDBTSH	PCBBDDB	SDHCSDP	BSDBHHH	HDDHDHT			
https://cdn.discordapp.com/attachments/532321521704894474/666960275689439252/ninj2.jpg	Blank	2,4	TSCCTSP	HBBPSTS	TBTCCSP	SBCCBTD	SPBPHBP	CCDTCDH			
https://cdn.discordapp.com/attachments/532321521704894474/666953329602985994/20200115043355_1.jpg	Blank	4	PHBHPDC	DPHHSSC	PSPSPCS	CDTPTDB	TPHBSDS	DBHBDSH			
https://cdn.discordapp.com/attachments/609693179033419787/666955130540785664/unknown.png	Blank	3	CBBDPCH	HSCCBTT	TBDDHHP	DCSCCSD	BHHBTST	DDTTBHH			
https://cdn.discordapp.com/attachments/609693179033419787/666961840982720532/Untitled.png	Blank	2	CBPSHCP	SSPTHBH	TPCDDHD	CDBBTPB	HPPHPHP	CTDHBDB			
https://cdn.discordapp.com/attachments/609693179033419787/666954360684675093/unknown.png	Blank	2,5,6	CSBCPPC	DTHHBSC	SDHCCSC	PDDHSBH	TPBDSPC	HBBSPHH			
https://cdn.discordapp.com/attachments/666951769779339264/667076550671466516/unknown.png	Blank	1,2,5,6	PPSCSTP	CCPHPSD	DCSBCHP	CDPDSSP	HHDPBTC	DDSTPHH			
https://cdn.discordapp.com/attachments/666951769779339264/667076714140139520/unknown.png	Blank	6	HBDTHTD	CCSPCDB	BPSBDHT	PTCCSPH	PCSBSCS	PPTDPSS			
https://cdn.discordapp.com/attachments/609693179033419787/666957767206240256/unknown.png	Blank	1	DHHPBHB	DDHDHHS	TTTTBBS	CDBTDPC	CHSCHDT	SCHBSCB			
https://i.imgur.com/TPLpcmc.png	Blank	2,3,5	SDHTHSP	HPHTCBB	CSPCTTT	CBSBHPT	BSSPDBH	PCCTBSS			
https://cdn.discordapp.com/attachments/666951769779339264/666976508610609154/unknown.png	Blank	6	CSDBBSC	SBCPPTC	SDTBPTB	DCHSTPD	TDSSBDD	PHCBSSC			
https://cdn.discordapp.com/attachments/666873697763590144/666887002582417428/hex1.PNG	Blank	2,4,5	HCCPHSP	BBCTHCC	DHSCCDD	DCBTBHD	BTHPHTP	PDHSBHB			
https://cdn.discordapp.com/attachments/666873697763590144/666912228271718410/Destiny_2_20200115084508.jpg	Blank	5	HCCPPHS	STTPTTD	BDHCTBS	HHTHDPS	DCTCTCT	CHTCTBH			
https://cdn.discordapp.com/attachments/666951769779339264/666976585630351360/unknown.png	Blank	1,3,4	DTHCPHC	PTTSCPC	DPSPDBH	PTCTSHT	TPHPTPD	TBCDHTD			
https://cdn.discordapp.com/attachments/666951769779339264/666976627657277452/unknown.png	Blank	3	HDCPHBD	BPHDBBP	BHCSCPB	CPHTDPB	CSHPHSS	HDDBHTP			
https://cdn.discordapp.com/attachments/666951769779339264/666976794091585556/unknown.png	Blank	1,2,4,5	DPSBHSH	TDTCSTS	HSTHHTC	PBPCBCB	BDCBHSP	THTPPTB			
https://cdn.discordapp.com/attachments/666951769779339264/666976877914619910/unknown.png	Blank	3,5,6	SCHSBPT	CPTSDCP	BPSPBSH	PCDBCHC	DHPHSBP	PDDSHCC			
https://cdn.discordapp.com/attachments/666951769779339264/666976929093779456/unknown.png	Blank	1,2,3,6	PHTHCHT	DSCPBTS	DPBBCST	BTBHSTP	DCCPBDC	DBBDBTD			
https://cdn.discordapp.com/attachments/666951769779339264/666977015592648704/unknown.png	Blank	2,3	SPPBPTD	BBDBSDC	BPCDPPS	PHDHBPS	DHPDTHP	SSBTCDS			
https://cdn.discordapp.com/attachments/666951769779339264/666996492862750741/unknown.png	Blank	3	PTPTSCS	SPCDHCP	BHTCSPD	BHBTPDS	HCBHPCP	BBDPPBH			
https://cdn.discordapp.com/attachments/666951769779339264/666997005129744415/unknown.png	Blank	2,5	SSDPSTD	SPTSDPS	TDPDDCP	HCPTDDD	THPPPTT	DBBDTCBT			
https://cdn.discordapp.com/attachments/666951769779339264/667002140354543618/unknown.png	Blank	2,5	DTBDBPD	CPBHCPD	BBDTHCS	TTTPSSC	HDSBSTP	SPHCPTB			
https://cdn.discordapp.com/attachments/666951769779339264/667003240415625237/unknown.png	Blank	1,2,5,6	BCSSSDD	BCSTHSC	SBHCCPC	SHHPCBD	HSTTBBP	DDCPDTD			
https://cdn.discordapp.com/attachments/666951769779339264/667004261980307496/unknown.png	Blank	1,3,6	PSBDDSS	SPDDBDT	CSHCCCB	BSPTHDB	PSHCSCC	SDDBPBS			
https://cdn.discordapp.com/attachments/666951769779339264/667015816067285003/unknown.png	Blank	2,4,5	TBBTBHH	TCDHHCT	CDDPTPD	BHHSTSC	BDPPSBC	DBHHBDS			
https://cdn.discordapp.com/attachments/666951769779339264/667016523465883677/unknown.png	Blank	3	STPSPPP	SHCCSSS	DBCBSPB	PTPTTSC	PTCBSHH	HPBBBCS			
https://drive.google.com/open?id=1vzctiEWhZ44d7-US09wSxUYSW4ysiiHs	Blank	1,2,3	SSTPPDS	DBBBHPP	SDTBHTP	TDSBTSP	PCDCTTS	HHTDBDH			
https://drive.google.com/open?id=1SS44G7NgIxQhDuR5zh0KILFa4L0ylArt	Blank	3	PPBTCBC	CBPHDDT	CDHTTSD	PSCPCSB	PCPPSHC	BBHTTPT			
https://cdn.discordapp.com/attachments/666951769779339264/667085863582171178/unknown.png	Blank	2,6	CDBDTSS	BBPCBCS	DDTBDST	CCTHTTS	THPDSCT	DDCCTDP			
https://cdn.discordapp.com/attachments/666951769779339264/667080606135615516/unknown.png	Blank	2,4,5,6	DSSSDCP	CPDTHPT	THHCDSH	BHDTBCB	HPBCSCC	HDDBTCC			
https://media.discordapp.net/attachments/486581157576572940/666979412570406913/PS_Messages_20200115_121742.jpg	Blank	2,3	DBTHCTP	DSPPCTS	HDHBBHD	CTPCTHC	PPHBCBB	HTPTPHT			
https://cdn.discordapp.com/attachments/666951769779339264/667085959480868874/unknown.png	Blank	3	TSSTTTC	HPTDBTD	PCTTSTT	TPPHHTT	CTCPBCD	CSSBSDT			
https://cdn.discordapp.com/attachments/440385022172856322/666991667299090442/2020-01-15_21_05_42-Window.png	Blank	3,6	BTBBBPB	CHCTTPT	TTBPTCH	DSSTPSH	DCTCBCH	CBBHBDD			
https://cdn.discordapp.com/attachments/666951769779339264/667086002707497028/unknown.png	Blank	5	HSHHDBC	BDBHSPP	SHTSTHC	SDBPHBD	TDSPDHC	TCPDBSP			
https://cdn.discordapp.com/attachments/666951769779339264/667086045329883176/unknown.png	Blank	3	BCSCBDB	DTHDCCD	TBDPSSS	PTCCBBS	BDBDTPB	STHTCPS			
https://cdn.discordapp.com/attachments/557136242853019670/667001409224310784/aciditylip_hunter_1.png	Blank	3	DCHCSCH	TPPDDHP	BTTSBTB	DBTDSHS	DBBTSDB	TTTTDCS			
https://cdn.discordapp.com/attachments/557136242853019670/667001410570682418/aciditylip_titan_1.png	Blank	2,4,5	STDPSBP	HPCHPCC	HDHPSBH	TCDTCHB	DSBCSCS	HTHBCCC			
https://cdn.discordapp.com/attachments/557136242853019670/667001402874265602/aciditylip_warlock_2.png	Blank	4,6	SHTTBTH	BDPTCPS	SBHHBPC	CDPSHSD	CTPDBBP	BPCHPCH	YES		
https://cdn.discordapp.com/attachments/557136242853019670/667001407093866496/aciditylip_titan_2.png	Blank	5	BDDCCPC	BSCCTSP	SHHDSSD	SSSHBDB	CPHPPPP	PBSPPBD			
https://cdn.discordapp.com/attachments/557136242853019670/667001392522854420/aciditylip_hunter_2.png	Blank	1,5,6	CHTTDCC	TPSCSPP	HDHSTSP	CSCPHSP	SHHBDBC	PCCBDSH			
https://cdn.discordapp.com/attachments/666951769779339264/667307874162049035/unknown.png	Clover	3,5,6	DBDTDBD	DDCSTBS	SPPDBCT	BBHPDCD	PCTPDST	HPBHPDS			
https://imgur.com/uP0xHCR	Blank	1,3	TCTSDDC	PBCDTCD	CPTDCSS	DSPDSTS	PCTSCDP	STTHBDD			
											
http://prntscr.com/qo7l4o	Blank	3,5,6	DTSBBBP	CHHSHTD	CDDTCSS	CDSCDBH	HSSSSDB	PDTSTST			
